URN,LA,Estab,SCHOOLTYPE,NOR,NORG,NORB,PNORG,PNORB,TSENELSE,PSENELSE,TSENELK,PSENELK,NUMEAL,NUMENGFL,NUMUNCFL,PNUMEAL,PNUMENGFL,PNUMUNCFL,NUMFSM,NUMFSMEVER,NORFSMEVER,PNUMFSMEVER
141331,926,4017,State-funded secondary,694,364,330,52.4%,47.6%,18,2.6%,165,23.8%,89,605,0,12.8%,87.2%,0.0%,258,276,694,39.8%
141333,353,2013,State-funded primary,330,155,175,47.0%,53.0%,7,2.1%,78,23.6%,181,149,0,54.8%,45.2%,0.0%,172,179,306,58.5%
141334,892,2012,State-funded primary,325,158,167,48.6%,51.4%,1,0.3%,77,23.7%,93,232,0,28.6%,71.4%,0.0%,170,170,325,52.3%
141337,372,2016,State-funded primary,454,220,234,48.5%,51.5%,4,0.9%,50,11.0%,11,443,0,2.4%,97.6%,0.0%,40,41,418,9.8%
141338,343,4001,State-funded secondary,693,313,380,45.2%,54.8%,55,7.9%,95,13.7%,16,663,14,2.3%,95.7%,2.0%,213,225,603,37.3%
141339,373,2034,State-funded primary,484,238,246,49.2%,50.8%,19,3.9%,103,21.3%,65,419,0,13.4%,86.6%,0.0%,285,272,407,66.8%
141340,893,2005,State-funded primary,157,87,70,55.4%,44.6%,3,1.9%,15,9.6%,32,125,0,20.4%,79.6%,0.0%,49,46,143,32.2%
141341,803,4004,State-funded secondary,514,236,278,45.9%,54.1%,15,2.9%,70,13.6%,32,482,0,6.2%,93.8%,0.0%,69,79,514,15.4%
141342,860,4009,State-funded secondary,703,376,327,53.5%,46.5%,11,1.6%,95,13.5%,5,698,0,0.7%,99.3%,0.0%,77,101,623,16.2%
141343,860,4010,State-funded secondary,1109,540,569,48.7%,51.3%,17,1.5%,144,13.0%,0,1109,0,0.0%,100.0%,0.0%,136,148,897,16.5%
141344,860,2017,State-funded primary,372,174,198,46.8%,53.2%,3,0.8%,67,18.0%,18,354,0,4.8%,95.2%,0.0%,112,116,372,31.2%
141345,808,7000,State-funded special school,171,42,129,24.6%,75.4%,171,100.0%,0,0.0%,10,161,0,5.8%,94.2%,0.0%,73,74,171,43.3%
141346,861,2010,State-funded primary,459,220,239,47.9%,52.1%,2,0.4%,69,15.0%,37,422,0,8.1%,91.9%,0.0%,238,216,407,53.1%
141347,936,2032,State-funded primary,203,96,107,47.3%,52.7%,6,3.0%,19,9.4%,21,182,0,10.3%,89.7%,0.0%,38,39,203,19.2%
141348,938,2026,State-funded primary,422,204,218,48.3%,51.7%,13,3.1%,51,12.1%,41,380,1,9.7%,90.0%,0.2%,72,76,422,18.0%
141349,868,4003,State-funded secondary,325,148,177,45.5%,54.5%,9,2.8%,59,18.2%,25,300,0,7.7%,92.3%,0.0%,51,61,325,18.8%
141350,889,2005,State-funded primary,203,103,100,50.7%,49.3%,3,1.5%,40,19.7%,27,176,0,13.3%,86.7%,0.0%,136,139,203,68.5%
141351,801,2107,State-funded primary,239,119,120,49.8%,50.2%,1,0.4%,48,20.1%,35,203,1,14.6%,84.9%,0.4%,51,52,239,21.8%
141352,305,2059,State-funded primary,382,188,194,49.2%,50.8%,37,9.7%,49,12.8%,86,296,0,22.5%,77.5%,0.0%,129,133,336,39.6%
141353,878,2044,State-funded primary,325,164,161,50.5%,49.5%,13,4.0%,41,12.6%,9,316,0,2.8%,97.2%,0.0%,96,98,325,30.2%
141355,881,2114,State-funded primary,229,102,127,44.5%,55.5%,9,3.9%,34,14.8%,60,169,0,26.2%,73.8%,0.0%,87,90,209,43.1%
141356,926,2082,State-funded primary,179,91,88,50.8%,49.2%,9,5.0%,29,16.2%,59,120,0,33.0%,67.0%,0.0%,73,74,179,41.3%
141357,926,2086,State-funded primary,402,192,210,47.8%,52.2%,1,0.2%,39,9.7%,110,285,7,27.4%,70.9%,1.7%,44,47,402,11.7%
141358,926,2088,State-funded primary,214,110,104,51.4%,48.6%,12,5.6%,33,15.4%,14,192,8,6.5%,89.7%,3.7%,83,83,214,38.8%
141359,926,2090,State-funded primary,168,76,92,45.2%,54.8%,4,2.4%,32,19.0%,68,84,16,40.5%,50.0%,9.5%,73,75,168,44.6%
141360,926,2091,State-funded primary,199,94,105,47.2%,52.8%,9,4.5%,25,12.6%,80,117,2,40.2%,58.8%,1.0%,82,84,199,42.2%
141361,802,2002,State-funded primary,363,161,202,44.4%,55.6%,6,1.7%,29,8.0%,24,339,0,6.6%,93.4%,0.0%,57,58,363,16.0%
141362,802,2003,State-funded primary,87,40,47,46.0%,54.0%,1,1.1%,7,8.0%,0,87,0,0.0%,100.0%,0.0%,2,2,87,2.3%
141363,892,4006,State-funded secondary,734,391,343,53.3%,46.7%,3,0.4%,108,14.7%,70,663,1,9.5%,90.3%,0.1%,293,312,734,42.5%
141364,931,2016,State-funded primary,470,222,248,47.2%,52.8%,7,1.5%,56,11.9%,29,435,6,6.2%,92.6%,1.3%,74,74,402,18.4%
141365,354,2005,State-funded primary,452,225,227,49.8%,50.2%,9,2.0%,33,7.3%,326,126,0,72.1%,27.9%,0.0%,151,153,407,37.6%
141366,372,2024,State-funded primary,398,191,207,48.0%,52.0%,3,0.8%,66,16.6%,20,378,0,5.0%,95.0%,0.0%,167,156,362,43.1%
141368,893,2006,State-funded primary,209,105,104,50.2%,49.8%,13,6.2%,50,23.9%,22,183,4,10.5%,87.6%,1.9%,94,85,176,48.3%
141369,808,4005,State-funded secondary,1177,618,559,52.5%,47.5%,12,1.0%,186,15.8%,94,1079,4,8.0%,91.7%,0.3%,203,236,1177,20.1%
141370,808,4006,State-funded secondary,1063,534,529,50.2%,49.8%,33,3.1%,103,9.7%,96,967,0,9.0%,91.0%,0.0%,245,283,1063,26.6%
141371,935,2047,State-funded primary,331,162,169,48.9%,51.1%,9,2.7%,33,10.0%,47,284,0,14.2%,85.8%,0.0%,87,93,331,28.1%
141372,935,2048,State-funded primary,217,120,97,55.3%,44.7%,26,12.0%,22,10.1%,35,182,0,16.1%,83.9%,0.0%,54,54,217,24.9%
141373,935,2050,State-funded primary,298,140,158,47.0%,53.0%,23,7.7%,56,18.8%,48,250,0,16.1%,83.9%,0.0%,93,96,298,32.2%
141375,380,2025,State-funded primary,434,217,217,50.0%,50.0%,6,1.4%,55,12.7%,285,143,6,65.7%,32.9%,1.4%,143,144,399,36.1%
141376,331,7002,State-funded special school,198,57,141,28.8%,71.2%,198,100.0%,0,0.0%,72,125,1,36.4%,63.1%,0.5%,104,73,133,54.9%
141377,830,4004,State-funded secondary,1041,491,550,47.2%,52.8%,40,3.8%,170,16.3%,37,1004,0,3.6%,96.4%,0.0%,297,296,902,32.8%
141378,839,4006,State-funded secondary,369,201,168,54.5%,45.5%,21,5.7%,71,19.2%,26,343,0,7.0%,93.0%,0.0%,155,165,369,44.7%
141379,881,2115,State-funded primary,422,206,216,48.8%,51.2%,11,2.6%,46,10.9%,124,298,0,29.4%,70.6%,0.0%,146,158,390,40.5%
141380,881,2116,State-funded primary,289,142,147,49.1%,50.9%,4,1.4%,42,14.5%,81,208,0,28.0%,72.0%,0.0%,78,84,289,29.1%
141381,881,2117,State-funded primary,205,102,103,49.8%,50.2%,6,2.9%,24,11.7%,27,178,0,13.2%,86.8%,0.0%,32,40,205,19.5%
141384,808,5950,State-funded special school,42,6,36,14.3%,85.7%,42,100.0%,0,0.0%,0,42,0,0.0%,100.0%,0.0%,30,32,42,76.2%
141385,808,5951,State-funded special school,82,8,74,9.8%,90.2%,82,100.0%,0,0.0%,0,82,0,0.0%,100.0%,0.0%,56,62,82,75.6%
141386,886,2054,State-funded primary,197,100,97,50.8%,49.2%,8,4.1%,14,7.1%,36,161,0,18.3%,81.7%,0.0%,99,101,197,51.3%
141387,810,2021,State-funded primary,217,100,117,46.1%,53.9%,12,5.5%,36,16.6%,20,197,0,9.2%,90.8%,0.0%,62,64,191,33.5%
141390,925,2035,State-funded primary,64,40,24,62.5%,37.5%,2,3.1%,13,20.3%,5,59,0,7.8%,92.2%,0.0%,12,13,63,20.6%
141391,925,4013,State-funded secondary,576,293,283,50.9%,49.1%,9,1.6%,82,14.2%,170,401,5,29.5%,69.6%,0.9%,186,201,576,34.9%
141393,815,2001,State-funded primary,188,78,110,41.5%,58.5%,3,1.6%,18,9.6%,11,177,0,5.9%,94.1%,0.0%,56,56,168,33.3%
141395,926,4018,State-funded secondary,458,197,261,43.0%,57.0%,14,3.1%,83,18.1%,11,447,0,2.4%,97.6%,0.0%,116,126,458,27.5%
141396,892,2013,State-funded primary,642,309,333,48.1%,51.9%,6,0.9%,102,15.9%,236,406,0,36.8%,63.2%,0.0%,386,360,585,61.5%
141397,892,2014,State-funded primary,500,227,273,45.4%,54.6%,6,1.2%,95,19.0%,127,372,1,25.4%,74.4%,0.2%,229,229,456,50.2%
141398,891,2022,State-funded primary,155,80,75,51.6%,48.4%,0,0.0%,20,12.9%,44,111,0,28.4%,71.6%,0.0%,61,61,142,43.0%
141399,807,4004,State-funded secondary,795,371,424,46.7%,53.3%,17,2.1%,112,14.1%,10,785,0,1.3%,98.7%,0.0%,131,149,795,18.7%
141400,354,2007,State-funded primary,356,178,178,50.0%,50.0%,10,2.8%,53,14.9%,182,174,0,51.1%,48.9%,0.0%,122,122,314,38.9%
141401,353,2014,State-funded primary,228,118,110,51.8%,48.2%,3,1.3%,35,15.4%,199,29,0,87.3%,12.7%,0.0%,83,82,202,40.6%
141403,373,2039,State-funded primary,318,164,154,51.6%,48.4%,1,0.3%,43,13.5%,259,59,0,81.4%,18.6%,0.0%,150,124,254,48.8%
141404,373,2042,State-funded primary,358,173,185,48.3%,51.7%,1,0.3%,58,16.2%,274,84,0,76.5%,23.5%,0.0%,161,162,358,45.3%
141405,861,2014,State-funded primary,461,225,236,48.8%,51.2%,4,0.9%,79,17.1%,84,377,0,18.2%,81.8%,0.0%,258,233,403,57.8%
141406,935,2051,State-funded primary,236,114,122,48.3%,51.7%,5,2.1%,19,8.1%,5,231,0,2.1%,97.9%,0.0%,46,46,194,23.7%
141407,935,7011,State-funded special school,169,63,106,37.3%,62.7%,169,100.0%,0,0.0%,24,145,0,14.2%,85.8%,0.0%,72,81,169,47.9%
141408,357,2014,State-funded primary,221,116,105,52.5%,47.5%,10,4.5%,18,8.1%,34,187,0,15.4%,84.6%,0.0%,86,90,198,45.5%
141409,384,2021,State-funded primary,403,204,199,50.6%,49.4%,18,4.5%,87,21.6%,16,387,0,4.0%,96.0%,0.0%,161,168,403,41.7%
141410,335,2019,State-funded primary,253,115,138,45.5%,54.5%,6,2.4%,63,24.9%,21,232,0,8.3%,91.7%,0.0%,136,138,253,54.5%
141411,320,6005,Independent school,16,8,8,50.0%,50.0%,5,31.3%,10,62.5%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
141412,885,3316,State-funded primary,160,80,80,50.0%,50.0%,5,3.1%,21,13.1%,0,160,0,0.0%,100.0%,0.0%,19,20,136,14.7%
141413,885,3393,State-funded primary,193,87,106,45.1%,54.9%,2,1.0%,32,16.6%,40,153,0,20.7%,79.3%,0.0%,42,44,193,22.8%
141414,885,4800,State-funded secondary,1086,474,612,43.6%,56.4%,11,1.0%,115,10.6%,110,972,4,10.1%,89.5%,0.4%,117,133,919,14.5%
141443,885,3388,State-funded primary,259,128,131,49.4%,50.6%,3,1.2%,32,12.4%,36,223,0,13.9%,86.1%,0.0%,42,41,198,20.7%
141444,885,3380,State-funded primary,153,79,74,51.6%,48.4%,3,2.0%,24,15.7%,8,145,0,5.2%,94.8%,0.0%,30,30,153,19.6%
141445,357,2046,State-funded primary,360,184,176,51.1%,48.9%,19,5.3%,89,24.7%,81,277,2,22.5%,76.9%,0.6%,146,156,347,45.0%
141446,936,3353,State-funded primary,345,154,191,44.6%,55.4%,10,2.9%,36,10.4%,76,269,0,22.0%,78.0%,0.0%,36,39,345,11.3%
141447,936,2355,State-funded primary,476,228,248,47.9%,52.1%,8,1.7%,30,6.3%,81,395,0,17.0%,83.0%,0.0%,15,17,440,3.9%
141448,860,7026,State-funded special school,119,50,69,42.0%,58.0%,119,100.0%,0,0.0%,5,114,0,4.2%,95.8%,0.0%,49,50,107,46.7%
141449,860,7027,State-funded special school,98,32,66,32.7%,67.3%,98,100.0%,0,0.0%,11,87,0,11.2%,88.8%,0.0%,33,36,98,36.7%
141450,860,2373,State-funded primary,281,155,126,55.2%,44.8%,1,0.4%,32,11.4%,21,260,0,7.5%,92.5%,0.0%,90,94,281,33.5%
141451,893,4412,State-funded secondary,543,261,282,48.1%,51.9%,27,5.0%,62,11.4%,6,536,1,1.1%,98.7%,0.2%,91,100,543,18.4%
141452,857,3428,State-funded primary,126,56,70,44.4%,55.6%,4,3.2%,11,8.7%,2,124,0,1.6%,98.4%,0.0%,8,8,126,6.3%
141453,857,3113,State-funded primary,184,77,107,41.8%,58.2%,2,1.1%,20,10.9%,1,183,0,0.5%,99.5%,0.0%,16,16,184,8.7%
141454,857,3117,State-funded primary,158,79,79,50.0%,50.0%,2,1.3%,14,8.9%,4,154,0,2.5%,97.5%,0.0%,13,17,158,10.8%
141455,372,3332,State-funded primary,249,115,134,46.2%,53.8%,3,1.2%,21,8.4%,6,243,0,2.4%,97.6%,0.0%,17,17,216,7.9%
141456,807,3309,State-funded primary,218,117,101,53.7%,46.3%,4,1.8%,14,6.4%,2,216,0,0.9%,99.1%,0.0%,14,15,198,7.6%
141457,807,3308,State-funded primary,177,95,82,53.7%,46.3%,4,2.3%,11,6.2%,3,174,0,1.7%,98.3%,0.0%,27,29,138,21.0%
141458,807,3307,State-funded primary,189,93,96,49.2%,50.8%,2,1.1%,14,7.4%,3,186,0,1.6%,98.4%,0.0%,19,18,158,11.4%
141459,931,3224,State-funded primary,120,54,66,45.0%,55.0%,2,1.7%,25,20.8%,4,116,0,3.3%,96.7%,0.0%,21,18,99,18.2%
141460,891,3769,State-funded primary,483,237,246,49.1%,50.9%,2,0.4%,24,5.0%,250,233,0,51.8%,48.2%,0.0%,70,73,431,16.9%
141461,940,3042,State-funded primary,95,44,51,46.3%,53.7%,1,1.1%,15,15.8%,8,87,0,8.4%,91.6%,0.0%,13,13,95,13.7%
141462,940,3316,State-funded primary,87,48,39,55.2%,44.8%,2,2.3%,4,4.6%,2,85,0,2.3%,97.7%,0.0%,13,14,87,16.1%
141463,815,2426,State-funded primary,246,125,121,50.8%,49.2%,6,2.4%,12,4.9%,3,243,0,1.2%,98.8%,0.0%,32,35,231,15.2%
141464,926,3078,State-funded primary,93,36,57,38.7%,61.3%,0,0.0%,8,8.6%,7,86,0,7.5%,92.5%,0.0%,20,21,93,22.6%
141465,926,2187,State-funded primary,199,98,101,49.2%,50.8%,4,2.0%,31,15.6%,5,194,0,2.5%,97.5%,0.0%,29,30,199,15.1%
141466,887,5457,State-funded secondary,1508,22,1486,1.5%,98.5%,12,0.8%,199,13.2%,179,1329,0,11.9%,88.1%,0.0%,212,226,1261,17.9%
141467,887,2646,State-funded primary,450,223,227,49.6%,50.4%,4,0.9%,72,16.0%,110,339,1,24.4%,75.3%,0.2%,146,149,419,35.6%
141468,855,3041,State-funded primary,80,46,34,57.5%,42.5%,0,0.0%,9,11.3%,3,77,0,3.8%,96.3%,0.0%,11,13,80,16.3%
141469,855,2073,State-funded primary,157,79,78,50.3%,49.7%,6,3.8%,30,19.1%,34,123,0,21.7%,78.3%,0.0%,98,99,157,63.1%
141470,382,4800,State-funded secondary,1053,509,544,48.3%,51.7%,21,2.0%,133,12.6%,154,898,1,14.6%,85.3%,0.1%,390,388,962,40.3%
141471,886,3714,State-funded primary,212,105,107,49.5%,50.5%,5,2.4%,14,6.6%,44,168,0,20.8%,79.2%,0.0%,25,26,212,12.3%
141472,886,3745,State-funded primary,207,112,95,54.1%,45.9%,2,1.0%,25,12.1%,17,190,0,8.2%,91.8%,0.0%,18,18,207,8.7%
141473,850,2077,State-funded primary,54,23,31,42.6%,57.4%,7,13.0%,4,7.4%,6,48,0,11.1%,88.9%,0.0%,12,12,54,22.2%
141474,850,5205,State-funded primary,433,220,213,50.8%,49.2%,21,4.8%,57,13.2%,9,424,0,2.1%,97.9%,0.0%,159,166,433,38.3%
141475,845,7025,State-funded special school,158,49,109,31.0%,69.0%,158,100.0%,0,0.0%,4,154,0,2.5%,97.5%,0.0%,84,89,158,56.3%
141476,845,7024,State-funded special school,96,17,79,17.7%,82.3%,96,100.0%,0,0.0%,7,89,0,7.3%,92.7%,0.0%,47,49,96,51.0%
141477,332,3355,State-funded primary,207,109,98,52.7%,47.3%,4,1.9%,20,9.7%,1,206,0,0.5%,99.5%,0.0%,18,18,207,8.7%
141478,830,3516,State-funded primary,238,126,112,52.9%,47.1%,1,0.4%,34,14.3%,58,169,11,24.4%,71.0%,4.6%,43,45,212,21.2%
141479,381,3328,State-funded primary,195,83,112,42.6%,57.4%,2,1.0%,20,10.3%,2,193,0,1.0%,99.0%,0.0%,85,86,195,44.1%
141480,381,3306,State-funded primary,157,77,80,49.0%,51.0%,8,5.1%,34,21.7%,29,128,0,18.5%,81.5%,0.0%,92,94,145,64.8%
141481,305,3501,State-funded primary,211,119,92,56.4%,43.6%,8,3.8%,22,10.4%,49,162,0,23.2%,76.8%,0.0%,17,18,211,8.5%
141482,305,3503,State-funded primary,204,106,98,52.0%,48.0%,7,3.4%,17,8.3%,43,161,0,21.1%,78.9%,0.0%,33,34,204,16.7%
141483,889,3374,State-funded primary,207,99,108,47.8%,52.2%,0,0.0%,15,7.2%,0,207,0,0.0%,100.0%,0.0%,18,21,207,10.1%
141484,330,3374,State-funded primary,211,110,101,52.1%,47.9%,2,0.9%,21,10.0%,39,172,0,18.5%,81.5%,0.0%,36,40,211,19.0%
141485,813,1105,State-funded AP school,7,2,5,28.6%,71.4%,6,85.7%,1,14.3%,0,7,0,0.0%,100.0%,0.0%,2,2,7,28.6%
141486,860,3092,State-funded primary,324,162,162,50.0%,50.0%,8,2.5%,67,20.7%,50,273,1,15.4%,84.3%,0.3%,104,106,299,35.5%
141487,884,7008,State-funded special school,94,4,90,4.3%,95.7%,92,97.9%,2,2.1%,1,93,0,1.1%,98.9%,0.0%,62,71,94,75.5%
141488,372,2105,State-funded primary,248,116,132,46.8%,53.2%,10,4.0%,12,4.8%,19,229,0,7.7%,92.3%,0.0%,40,41,231,17.7%
141489,332,3303,State-funded primary,200,92,108,46.0%,54.0%,6,3.0%,48,24.0%,36,163,1,18.0%,81.5%,0.5%,52,52,200,26.0%
141491,860,4011,State-funded secondary,386,201,185,52.1%,47.9%,4,1.0%,28,7.3%,21,365,0,5.4%,94.6%,0.0%,36,0,0,0.0%
141493,860,2421,State-funded primary,401,197,204,49.1%,50.9%,14,3.5%,36,9.0%,5,396,0,1.2%,98.8%,0.0%,86,88,401,21.9%
141494,852,2452,State-funded primary,647,310,337,47.9%,52.1%,23,3.6%,46,7.1%,294,348,5,45.4%,53.8%,0.8%,225,227,647,35.1%
141495,373,4278,State-funded secondary,1010,456,554,45.1%,54.9%,27,2.7%,157,15.5%,148,862,0,14.7%,85.3%,0.0%,298,327,1010,32.4%
141496,926,2061,State-funded primary,123,46,77,37.4%,62.6%,2,1.6%,13,10.6%,6,117,0,4.9%,95.1%,0.0%,16,16,97,16.5%
141497,886,3740,State-funded primary,191,111,80,58.1%,41.9%,4,2.1%,25,13.1%,61,130,0,31.9%,68.1%,0.0%,59,64,191,33.5%
141499,909,4007,State-funded secondary,1187,590,597,49.7%,50.3%,46,3.9%,117,9.9%,20,1166,1,1.7%,98.2%,0.1%,354,349,1052,33.2%
141500,873,2034,State-funded primary,663,335,328,50.5%,49.5%,23,3.5%,58,8.7%,226,429,8,34.1%,64.7%,1.2%,53,59,622,9.5%
141502,895,6001,Independent school,59,16,43,27.1%,72.9%,59,100.0%,0,0.0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
141511,881,2118,State-funded primary,212,106,106,50.0%,50.0%,5,2.4%,24,11.3%,28,184,0,13.2%,86.8%,0.0%,28,31,212,14.6%
141512,881,7000,State-funded special school,77,0,77,0.0%,100.0%,77,100.0%,0,0.0%,0,77,0,0.0%,100.0%,0.0%,50,60,77,77.9%
141513,803,2108,State-funded primary,473,224,249,47.4%,52.6%,29,6.1%,23,4.9%,60,409,4,12.7%,86.5%,0.8%,86,87,473,18.4%
141514,878,4013,State-funded secondary,898,420,478,46.8%,53.2%,26,2.9%,103,11.5%,86,788,24,9.6%,87.8%,2.7%,198,205,783,26.2%
141515,878,6064,Independent school,62,18,44,29.0%,71.0%,62,100.0%,0,0.0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
141520,823,6000,Independent school,188,86,102,45.7%,54.3%,3,1.6%,6,3.2%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
141521,383,3315,State-funded primary,235,110,125,46.8%,53.2%,2,0.9%,27,11.5%,44,191,0,18.7%,81.3%,0.0%,18,18,206,8.7%
141522,384,2172,State-funded primary,245,140,105,57.1%,42.9%,4,1.6%,30,12.2%,11,234,0,4.5%,95.5%,0.0%,47,47,179,26.3%
141523,878,2000,State-funded primary,290,137,153,47.2%,52.8%,5,1.7%,27,9.3%,11,279,0,3.8%,96.2%,0.0%,100,92,248,37.1%
141524,838,3338,State-funded primary,59,27,32,45.8%,54.2%,2,3.4%,11,18.6%,0,59,0,0.0%,100.0%,0.0%,6,6,59,10.2%
141525,878,3320,State-funded primary,190,93,97,48.9%,51.1%,3,1.6%,3,1.6%,0,190,0,0.0%,100.0%,0.0%,24,24,190,12.6%
141526,838,4504,State-funded secondary,1598,828,770,51.8%,48.2%,33,2.1%,217,13.6%,27,1567,4,1.7%,98.1%,0.3%,181,151,1166,13.0%
141527,878,3306,State-funded primary,102,49,53,48.0%,52.0%,1,1.0%,12,11.8%,0,102,0,0.0%,100.0%,0.0%,14,14,102,13.7%
141528,908,2623,State-funded primary,76,41,35,53.9%,46.1%,0,0.0%,16,21.1%,2,74,0,2.6%,97.4%,0.0%,28,28,76,36.8%
141529,305,3301,State-funded primary,216,114,102,52.8%,47.2%,3,1.4%,25,11.6%,7,209,0,3.2%,96.8%,0.0%,8,8,216,3.7%
141530,851,2707,State-funded primary,540,261,279,48.3%,51.7%,18,3.3%,66,12.2%,121,419,0,22.4%,77.6%,0.0%,211,218,540,40.4%
141531,851,2720,State-funded primary,443,238,205,53.7%,46.3%,9,2.0%,50,11.3%,103,340,0,23.3%,76.7%,0.0%,232,243,443,54.9%
141532,886,5217,State-funded primary,212,117,95,55.2%,44.8%,3,1.4%,30,14.2%,7,205,0,3.3%,96.7%,0.0%,9,9,212,4.2%
141533,936,7042,State-funded special school,149,39,110,26.2%,73.8%,147,98.7%,2,1.3%,34,115,0,22.8%,77.2%,0.0%,43,37,123,30.1%
141534,886,2069,State-funded primary,673,340,333,50.5%,49.5%,6,0.9%,79,11.7%,261,411,1,38.8%,61.1%,0.1%,115,115,629,18.3%
141535,305,5202,State-funded primary,406,209,197,51.5%,48.5%,6,1.5%,43,10.6%,71,335,0,17.5%,82.5%,0.0%,31,31,406,7.6%
141536,891,3552,State-funded primary,192,102,90,53.1%,46.9%,0,0.0%,16,8.3%,15,177,0,7.8%,92.2%,0.0%,50,51,192,26.6%
141537,372,2124,State-funded primary,212,127,85,59.9%,40.1%,2,0.9%,18,8.5%,2,210,0,0.9%,99.1%,0.0%,10,12,212,5.7%
141538,876,2001,State-funded primary,150,72,78,48.0%,52.0%,4,2.7%,21,14.0%,30,120,0,20.0%,80.0%,0.0%,66,66,141,46.8%
141539,372,2058,State-funded primary,372,170,202,45.7%,54.3%,5,1.3%,36,9.7%,19,353,0,5.1%,94.9%,0.0%,19,20,335,6.0%
141540,830,2363,State-funded primary,409,181,228,44.3%,55.7%,2,0.5%,48,11.7%,20,389,0,4.9%,95.1%,0.0%,64,67,409,16.4%
141541,891,2933,State-funded primary,558,272,286,48.7%,51.3%,7,1.3%,59,10.6%,106,452,0,19.0%,81.0%,0.0%,210,202,503,40.2%
141542,830,2331,State-funded primary,277,136,141,49.1%,50.9%,4,1.4%,48,17.3%,11,266,0,4.0%,96.0%,0.0%,78,57,213,26.8%
141543,830,2340,State-funded primary,330,155,175,47.0%,53.0%,6,1.8%,59,17.9%,8,322,0,2.4%,97.6%,0.0%,100,105,330,31.8%
141544,830,2217,State-funded primary,97,47,50,48.5%,51.5%,0,0.0%,20,20.6%,3,94,0,3.1%,96.9%,0.0%,19,20,97,20.6%
141545,891,3310,State-funded primary,203,104,99,51.2%,48.8%,2,1.0%,11,5.4%,7,196,0,3.4%,96.6%,0.0%,39,40,203,19.7%
141546,935,2040,State-funded primary,447,219,228,49.0%,51.0%,21,4.7%,49,11.0%,61,385,1,13.6%,86.1%,0.2%,98,99,416,23.8%
141547,916,5217,State-funded primary,323,156,167,48.3%,51.7%,8,2.5%,50,15.5%,3,318,2,0.9%,98.5%,0.6%,35,35,307,11.4%
141548,886,2055,State-funded primary,397,196,201,49.4%,50.6%,8,2.0%,49,12.3%,77,320,0,19.4%,80.6%,0.0%,133,144,397,36.3%
141549,311,2020,State-funded primary,366,170,196,46.4%,53.6%,8,2.2%,60,16.4%,173,192,1,47.3%,52.5%,0.3%,108,111,366,30.3%
141550,935,2073,State-funded primary,78,43,35,55.1%,44.9%,1,1.3%,9,11.5%,0,78,0,0.0%,100.0%,0.0%,14,15,78,19.2%
141551,935,2123,State-funded primary,173,84,89,48.6%,51.4%,4,2.3%,24,13.9%,1,172,0,0.6%,99.4%,0.0%,47,47,155,30.3%
141552,873,3083,State-funded primary,470,215,255,45.7%,54.3%,18,3.8%,105,22.3%,62,401,7,13.2%,85.3%,1.5%,67,68,415,16.4%
141553,887,2194,State-funded primary,248,121,127,48.8%,51.2%,0,0.0%,34,13.7%,11,219,18,4.4%,88.3%,7.3%,66,71,222,32.0%
141554,935,2091,State-funded primary,378,177,201,46.8%,53.2%,7,1.9%,39,10.3%,23,355,0,6.1%,93.9%,0.0%,120,115,329,35.0%
141555,816,6012,Independent school,122,62,60,50.8%,49.2%,0,0.0%,40,32.8%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
141556,925,2036,State-funded primary,211,110,101,52.1%,47.9%,4,1.9%,9,4.3%,15,196,0,7.1%,92.9%,0.0%,19,19,211,9.0%
141559,895,7001,State-funded special school,71,17,54,23.9%,76.1%,71,100.0%,0,0.0%,0,71,0,0.0%,100.0%,0.0%,19,18,66,27.3%
141560,332,6010,Independent school,85,24,61,28.2%,71.8%,14,16.5%,14,16.5%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
141561,312,2045,State-funded primary,422,200,222,47.4%,52.6%,5,1.2%,26,6.2%,326,96,0,77.3%,22.7%,0.0%,76,83,378,22.0%
141563,370,7010,State-funded special school,108,5,103,4.6%,95.4%,108,100.0%,0,0.0%,1,107,0,0.9%,99.1%,0.0%,70,84,108,77.8%
141564,370,1101,State-funded AP school,56,19,37,33.9%,66.1%,6,10.7%,32,57.1%,2,53,1,3.6%,94.6%,1.8%,38,41,56,73.2%
141565,889,4800,State-funded secondary,885,885,0,100.0%,0.0%,14,1.6%,99,11.2%,607,278,0,68.6%,31.4%,0.0%,130,80,625,12.8%
141566,305,3500,State-funded primary,198,102,96,51.5%,48.5%,5,2.5%,19,9.6%,51,147,0,25.8%,74.2%,0.0%,9,9,198,4.5%
141567,305,3300,State-funded primary,400,194,206,48.5%,51.5%,6,1.5%,35,8.8%,147,253,0,36.8%,63.3%,0.0%,58,58,400,14.5%
141568,895,3812,State-funded primary,412,203,209,49.3%,50.7%,14,3.4%,45,10.9%,4,408,0,1.0%,99.0%,0.0%,34,36,412,8.7%
141569,830,3503,State-funded primary,197,106,91,53.8%,46.2%,4,2.0%,23,11.7%,2,184,11,1.0%,93.4%,5.6%,23,23,197,11.7%
